#,cocktail_id,cocktail_name,is_alcoholic,serving_glass,cocktail_picture,cocktail_details,ingredient,quantity,unit,full_ingredient_line,ingredient,quantity,unit,full_ingredient_line,ingredient,quantity,unit,full_ingredient_line,ingredient,quantity,unit,full_ingredient_line,ingredient,quantity,unit,full_ingredient_line,ingredient,quantity,unit,full_ingredient_line,ingredient,quantity,unit,full_ingredient_line,ingredient,quantity,unit,full_ingredient_line,ingredient,quantity,unit,full_ingredient_line,ingredient,quantity,unit,full_ingredient_line
1,15300,3-Mile Long Island Iced Tea,Alcoholic,Collins Glass,https://www.thecocktaildb.com/images/media/drink/rrtssw1472668972.jpg,Fill 14oz glass with ice and alcohol. Fill 2/3 glass with cola and remainder with sweet & sour. Top with dash of bitters and lemon wedge.,Gin,0.5,oz,1/2 oz Gin,Light rum,0.5,oz,1/2 oz Light rum,Tequila,0.5,oz,1/2 oz Tequila,Triple sec,0.5,oz,1/2 oz Triple sec,Vodka,0.5,oz,1/2 oz Vodka,Coca-Cola,1,None,Coca-Cola,Sweet and sour,2,dashes,1-2 dash Sweet and sour,Bitters,1,wedges,1 wedge Bitters,Lemon,1,None,Lemon
2,13581,410 Gone,Alcoholic,Collins Glass,https://www.thecocktaildb.com/images/media/drink/xtuyqv1472669026.jpg,,Peach Vodka,3,oz,2-3 oz Peach Vodka,Coca-Cola,1,None,Coca-Cola
3,14598,50/50,Alcoholic,Collins Glass,https://www.thecocktaildb.com/images/media/drink/wwpyvr1461919316.jpg,fill glass with crushed ice. Add vodka. Add a splash of grand-marnier. Fill with o.j.,Vanilla vodka,2.5,oz,2 1/2 oz Vanilla vodka,Grand Marnier,1,splashes,1 splash Grand Marnier,Orange juice,1,None,Fill with Orange juice
4,17105,501 Blue,Alcoholic,Collins Glass,https://www.thecocktaildb.com/images/media/drink/ywxwqs1461867097.jpg,Mix equal amounts into a glass with ice.,Blue Curacao,1,None,Blue Curacao,Blueberry schnapps,1,None,Blueberry schnapps,Vodka,1,None,Vodka,Sour mix,1,None,Sour mix,7-Up,1,None,7-Up
5,13940,69 Special,Alcoholic,Collins Glass,https://www.thecocktaildb.com/images/media/drink/vqyxqx1472669095.jpg,"Pour 2 oz. gin. Add 4 oz. 7-up. Add Lemon Juice for flavor. If you are weak, top up glass with more 7-Up.",Gin,2,oz,2 oz dry Gin,7-Up,4,oz,4 oz 7-Up,Lemon juice,0.75,oz,0.75 oz Lemon juice
6,15200,A Day at the Beach,Alcoholic,Highball glass,https://www.thecocktaildb.com/images/media/drink/trptts1454514474.jpg,"Shake Rum, Amaretto, and Orange Juice in a shaker filled with ice. Strain over ice into a highball glass. Add Grenadine and garnish with a Pineapple Wedge and a Strawberry.",Coconut rum,1,oz,1 oz Coconut rum,Amaretto,0.5,oz,1/2 oz Amaretto,Orange juice,4,oz,4 oz Orange juice,Grenadine,0.5,oz,1/2 oz Grenadine
7,11000,A Furlong Too Late,Alcoholic,Highball glass,https://www.thecocktaildb.com/images/media/drink/ssxvww1472669166.jpg,Pour the rum and ginger beer into a highball glass almost filled with ice cubes. Stir well. Garnish with the lemon twist.,Light rum,2,oz,2 oz Light rum,Ginger beer,4,oz,4 oz Ginger beer,Lemon peel,1,twists,1 twist of Lemon peel
8,15675,A midsummernight dream,Alcoholic,Collins Glass,https://www.thecocktaildb.com/images/media/drink/ysqvqp1461867292.jpg,"Mix the strawberrys in a blender Pour it together with the vodka,kirch and strawberry liquer over ice in a shaker. Shake well and pour in a highballglass. Fill up with the Russchian water",Vodka,2,oz,2 oz Vodka,Kirschwasser,1,oz,1 oz Kirschwasser,Strawberry liqueur,1,tsp,1 tsp Strawberry liqueur,Strawberries,5,None,5 Strawberries,Schweppes Russchian,1,None,Schweppes Russchian
9,11001,A Night In Old Mandalay,Alcoholic,Highball glass,https://www.thecocktaildb.com/images/media/drink/vyrvxt1461919380.jpg,"In a shaker half-filled with ice cubes, combine the light rum, anejo rum, orange juice, and lemon juice. Shake well. Strain into a highball glass almost filled with ice cubes. Top with the ginger ale. Garnish with the lemon twist.",Light rum,1,oz,1 oz Light rum,Anejo rum,1,oz,1 oz Anejo rum,Orange juice,1,oz,1 oz Orange juice,Lemon juice,0.5,oz,1/2 oz Lemon juice,Ginger ale,3,oz,3 oz Ginger ale,Lemon peel,1,twists,1 twist of Lemon peel
10,11002,A. J.,Alcoholic,Cocktail glass,https://www.thecocktaildb.com/images/media/drink/uryyrr1472811418.jpg,"Shake ingredients with ice, strain into a cocktail glass, and serve.",Applejack,1.5,oz,1 1/2 oz Applejack,Grapefruit juice,1,oz,1 oz Grapefruit juice
11,11003,Abbey Cocktail,Alcoholic,Cocktail glass,https://www.thecocktaildb.com/images/media/drink/quyyuw1472811568.jpg,Shake all ingredients (except for the cherry) with ice and strain into a cocktail glass. Top with the cherry and serve.,Gin,1.5,oz,1 1/2 oz Gin,Orange bitters,1,dashes,1 dash Orange bitters,Orange,0.25,None,Juice of 1/4 Orange,Cherry,1,None,1 Cherry
12,11004,Abilene,Alcoholic,Highball glass,https://www.thecocktaildb.com/images/media/drink/ysqwwt1461919465.jpg,Pour all of the ingredients into a highball glass almost filled with ice cubes. Stir well.,Dark rum,1.5,oz,1 1/2 oz Dark rum,Peach nectar,2,oz,2 oz Peach nectar,Orange juice,3,oz,3 oz Orange juice
13,15597,Absolut Stress #2,Alcoholic,Collins Glass,https://www.thecocktaildb.com/images/media/drink/xuyqrw1472811825.jpg,Mix well. Garnish with Orange and Cherry. Enjoy,Absolut Vodka,1.5,oz,1 1/2 oz Absolut Vodka,Peach schnapps,0.5,oz,1/2 oz Peach schnapps,Coconut liqueur,0.5,oz,1/2 oz Coconut liqueur,Cranberry juice,1.5,oz,1 1/2 oz Cranberry juice,Pineapple juice,1.5,oz,1 1/2 oz Pineapple juice
14,15024,Absolutely Cranberry Smash,Alcoholic,Cocktail glass,https://www.thecocktaildb.com/images/media/drink/vqwstv1472811884.jpg,Stir ingredients together. Serve over ice.,Absolut Vodka,2,oz,2 oz Absolut Vodka,Cranberry juice,4,oz,4 oz Cranberry juice,Ginger ale,2,oz,2 oz Ginger ale,Ice,1,None,Add Ice
15,11005,Acapulco,Alcoholic,Old-fashioned glass,https://www.thecocktaildb.com/images/media/drink/vtpsvr1472811976.jpg,Combine and shake all ingredients (except mint) with ice and strain into an old-fashioned glass over ice cubes. Add the sprig of mint and serve.,Light rum,1.5,oz,1 1/2 oz Light rum,Triple sec,1.5,tsp,1 1/2 tsp Triple sec,Lime juice,1,tbsp,1 tblsp Lime juice,Sugar,1,tsp,1 tsp Sugar,Egg white,1,None,1 Egg white,Mint,1,None,1 Mint
16,11006,Adam,Alcoholic,Cocktail glass,https://www.thecocktaildb.com/images/media/drink/rwuxsv1472812169.jpg,"In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a cocktail glass.",Dark rum,2,oz,2 oz Dark rum,Lemon juice,1,oz,1 oz Lemon juice,Grenadine,1,tsp,1 tsp Grenadine
