#,food_id,food_name,course,prep_time_minutes,food_picture,food_details_url,ingredient,quantity,unit,full_ingredient_line,ingredient,quantity,unit,full_ingredient_line,ingredient,quantity,unit,full_ingredient_line,ingredient,quantity,unit,full_ingredient_line,ingredient,quantity,unit,full_ingredient_line,ingredient,quantity,unit,full_ingredient_line,ingredient,quantity,unit,full_ingredient_line,ingredient,quantity,unit,full_ingredient_line,ingredient,quantity,unit,full_ingredient_line,ingredient,quantity,unit,full_ingredient_line,ingredient,quantity,unit,full_ingredient_line,ingredient,quantity,unit,full_ingredient_line,ingredient,quantity,unit,full_ingredient_line,ingredient,quantity,unit,full_ingredient_line,ingredient,quantity,unit,full_ingredient_line,ingredient,quantity,unit,full_ingredient_line,ingredient,quantity,unit,full_ingredient_line,ingredient,quantity,unit,full_ingredient_line,ingredient,quantity,unit,full_ingredient_line,ingredient,quantity,unit,full_ingredient_line
1,Baked-Macaroni-and-Cheese-2221642,Baked Macaroni and Cheese,Main Dishes,60,https://lh3.googleusercontent.com/gI2xPAvMJLrnBVew7vpbMnxN6UfkBL-mMI7GtQ7aq8-JdWihODrDB4zHlzw8rFCLiBRYlwkKDt7_QaYvaAEjqg=s360,https://www.southernplate.com/baked-macaroni-and-cheese/,macaroni,2.5,cups,2 1/2 cups uncooked macaroni,flour,2.5,tbsp,2 1/2 Tablespoons flour,salt,1.25,tsp,1 1/4 teaspoons salt,pepper,1,tsp,Pepper to taste (I use about a teaspoon),margarine,4,tbsp,4 Tablespoons margarine,shredded cheddar cheese,3,cups,3 cups shredded cheddar cheese,milk,1,cups,1 cup milk
2,Man-Pleasing-Chicken-608913,Man-Pleasing Chicken,Main Dishes,55,http://lh4.ggpht.com/gInMhsmcQ708LZAw4ryeheSm6cOuvDtlzpHpbrE1RW01kYudZlWoRBcEiS-gj_2mj_8Xdl-dzgNY2CJxbHbT=s360,http://www.wittyinthecity.com/2011/08/man-pleasing-chicken/,chicken thighs,1,None,Chicken thighs- 1 package,dijon mustard,1,None,Dijon mustard- 1/2 cup,maple syrup,1,None,Maple syrup- 1/4 cup,fresh rosemary,1,None,Fresh rosemary,salt,1,None,Salt and pepper,pepper,1,None,Salt and pepper
3,Crock-Pot-Creamy-Ranch-Chicken-2190580,Crock Pot Creamy Ranch Chicken,Main Dishes,315,https://lh3.googleusercontent.com/OPkIZtgZCg9317ScPVqHKpcyqV2RSUSY4pzcNxsKNJYDemFYWHNQvgsHGSuOX8Nt4T3rbb6kCl60CWSvAx5o=s360,https://life-in-the-lofthouse.com/crock-pot-creamy-ranch-chicken/,russet potatoes,6,None,"6 medium Russet potatoes, cut into 2-inch pieces",baby carrots,2,cups,2 cups baby carrots,condensed cream of chicken soup,1,cans,1 large (23 oz.) can condensed cream of chicken soup,ranch dressing mix,1,packets,1 (1 oz.) packet dry ranch dressing mix (or use my homemade recipe below),milk,0.5,cups,1/2 cup milk,chopped parsley,1,None,fresh chopped parsley (optional)
4,Creamy-Beef-and-Shells-2507403,Creamy Beef and Shells,Main Dishes,35,https://lh3.googleusercontent.com/pXDh1_yX705O2FUXew3yyEjVS2TkZEL0GUDIkXI1jDT0Bk8bKxhiHV-Gb9dqcILVc4E7ouTi84BKPqSXE6ak6Tw=s360,https://damndelicious.net/2018/09/16/creamy-beef-and-shells/,pasta shells,8,oz,8 ounces medium pasta shells,olive oil,1,tbsp,1 tablespoon olive oil,ground beef,1,lbs,1 pound ground beef,sweet onion,0.5,None,"1/2 medium sweet onion, diced",garlic,2,cloves,"2 cloves garlic, minced",Italian seasoning,1.5,tsp,1 1/2 teaspoons Italian seasoning,beef stock,2,cups,2 cups beef stock,tomato sauce,1,cans,1 (15-ounce) can tomato sauce,heavy cream,0.75,cups,3/4 cup heavy cream,kosher salt,1,None,"Kosher salt and freshly ground black pepper, to taste",freshly ground black pepper,1,None,"Kosher salt and freshly ground black pepper, to taste"
5,Cheesy-Chicken-Spinach-Bake-2476102,Cheesy Chicken Spinach Bake,Main Dishes,40,https://lh3.googleusercontent.com/xOjGnqzIaA_NC9Hfr-BkesxWBV_jRzIbXX7rHNI5WsvUZ96NmNzZCsIGBEznZudG2yLTsqsRt0TiXA2F6rHIIio=s360,https://life-in-the-lofthouse.com/cheesy-chicken-spinach-bake/,boneless skinless chicken breasts,2,None,"2 to 3 large boneless skinless chicken breasts, cut in half lengthwise to form thinner cutlets",olive oil,2,tbsp,"2 Tablespoons olive oil, divided",garlic,3,cloves,"3 cloves garlic, minced",Italian seasoning,1,tsp,1 teaspoon Italian seasoning,cream cheese,6,oz,"6 ounces cream cheese, softened",baby spinach ,2,leaves,2 cups baby spinach leaves,shredded mozzarella cheese,1,cups,1 cup shredded Mozzarella cheese
6,Revolutionary-Mac-_-Cheese-1048867,Revolutionary Mac & Cheese,Main Dishes,45,http://lh3.googleusercontent.com/4Z3KUHaSjqBTc5qQAK4XwuvJaRo18FuLhZq334GefsHqs-VGJOCOPCgTYkH2d1LR_QgWLFaKxIiIM5rfgTRKQxQ=s360,http://www.bigrigsnlilcookies.com/2014/04/revolutionary-mac-cheese.html,dried pasta,2,cups,2 cups dried pasta,milk,2,cups,2 cups milk (I use 2 %),shredded cheddar cheese,1,cups,1 cup loosely packed shredded cheddar cheese,salt,1,tsp,1 tsp salt,dijon mustard,1,None,1 tsp dijon mustard or stone ground
7,Chicken-and-Avocado-Burritos-2483507,Chicken and Avocado Burritos,Main Dishes,20,https://lh3.googleusercontent.com/KJbWxIHF3UdOp0TbqsKmZsnc0gvUZRxi-4gvpDYANFUlLxBSQWyWv3omb2fRk_AfHUYFQJNiobLSU95fLF9wLw=s360,https://www.closetcooking.com/chicken-and-avocado-burritos/,tortillas,4,burrito,"4 burrito sized tortillas (corn tortillas for gluten-free), warmed",cooked chicken,1,None,"1 pound cooked chicken, sliced or shredded",avocado,1,None,"1 large avocado, diced",monterey jack cheese,1,cups,"1 cup Monterey Jack cheese, shredded",salsa verde,0.25,cups,1/4 cup salsa verde,sour cream,0.25,None,1/4 cup sour cream or greek yogurt,cilantro,2,tbsp,"2 tablespoons cilantro, chopped"
8,Simple-Vegan-Spanish-Rice-With-Chorizo-2602152,Simple Vegan Spanish Rice With Chorizo,Main Dishes,45,http://lh6.ggpht.com/DS__Dl2ms0cQ0m5zWuxqKQlx88Dzjlp2Eydp1C-BeWb8BKX1haH0GzWd8aCJUuv4zmkFoIyoK8Cc9xtxUwvc=s360,http://simpleveganblog.com/simple-vegan-spanish-rice-with-chorizo/,chorizo,1.5,cups,1  1/2 cup vegan chorizo (270 g),garlic,4,None,4 cloves of garlic,onion,0.5,None,1/2 onion,green bell pepper,0.333333333333,cups,1/3 cup green bell pepper (50 g),red bell pepper,0.333333333333,cups,1/3 cup red bell pepper (50 g),frozen peas,0.333333333333,cups,1/3 cup frozen peas (50 g),chopped tomatoes,1.66666666667,cups,1  2/3 cup chopped tomatoes (410 g),basmati rice,1.25,None,1  1/4 cup white Basmati rice (240 g) or brown Basmati rice (270 g),thyme,2,tbsp,2 tbsp thyme,salt,1,None,Salt and black pepper to taste,black pepper,1,None,Salt and black pepper to taste
9,Brown-Butter-Mushroom-Pasta-2518930,Brown Butter Mushroom Pasta,Main Dishes,30,https://lh3.googleusercontent.com/euANN9GbIoXeAdtRZrtd1CX7cVC6X1j3KvbO9QeURsAkYeLcUwZhh3tE8qzGxXznbGhdga8vXHGZ424cG3pB_Hg=s360,https://damndelicious.net/2018/10/03/brown-butter-mushroom-pasta/,spaghetti,8,oz,8 ounces spaghetti,breadcrumbs,1,cups,1 cup fresh French style breadcrumbs,kosher salt,1,None,"Kosher salt and freshly ground black pepper, to taste",freshly ground black pepper,1,None,"Kosher salt and freshly ground black pepper, to taste",unsalted butter,8,tbsp,8 tablespoons unsalted butter,garlic,3,cloves,"3 cloves garlic, minced",cremini mushrooms,8,oz,"8 ounces cremini mushrooms, thinly sliced",thyme,4,sprigs,4 sprigs thyme,fresh parsley ,2,leaves,2 tablespoons chopped fresh parsley leaves
10,Honey-Soy-Chicken-Breasts-2192893,Honey Soy Chicken Breasts,Main Dishes,180,https://lh3.googleusercontent.com/K5T0UOga5XRvx3uMc8MLmTMK-Y8IGhUSgPC6FS5VYlbcoZbrSvx9b9dGo-N5oM6wEmfrSj37ywZY2Au3E0OGbxg=s360,https://www.rockrecipes.com/honey-soy-chicken-breasts/,honey,0.25,cups,1/4 cup honey,light soy sauce,0.333333333333,cups,1/3 cup light soy sauce,freshly ground black pepper,0.5,tsp,1/2 tsp freshly ground black pepper,minced garlic,4,cloves,4 cloves minced garlic,fresh ginger root,1,tbsp,1 tbsp finely grated fresh ginger root,chicken breasts,4,None,4 large chicken breasts not boneless skinless
11,The-Easiest-Honey-Garlic-Salmon-2386161,The Easiest Honey Garlic Salmon,Main Dishes,20,https://lh3.googleusercontent.com/kmQ8Jq7iKimiHfDTzr9WZAcunFm1DgJy6LUTjtoVJdrvGxJZQz-WMO4MNLa2mwuvJOlpafcneGVeij96TuoG3g=s360,https://livelytable.com/the-easiest-honey-garlic-salmon/,salmon filet,1,lbs,1 lb salmon filet,honey,1,tbsp,1 tbsp honey,garlic,3,cloves,"3 cloves garlic, minced",sea salt,1,None,"Sea salt, to taste",cracked black pepper,1,None,"Freshly cracked black pepper, to taste"
12,Oven-Roasted-Cabbage-Steaks-2301353,Oven Roasted Cabbage Steaks,Main Dishes,50,https://lh3.googleusercontent.com/dUBaDRR1_pKIZ8z1zYCM9PHYiYJDb9iw6VXb78kNJRkdHC5ux4ZtYjw5zu9b9CnP0tnmRUgaXIChSKpCm8ZkmgM=s360,https://madeinaday.com/oven-roasted-cabbage-steaks/,cabbage,1,None,1 head of cabbage,olive oil,1,None,olive oil,salt,1,None,Salt & Pepper,pepper,1,None,Salt & Pepper,seasoning mix,1,None,Garlic seasoning mix
13,Baked-Parmesan-Chicken-Tenders-2252398,Baked Parmesan Chicken Tenders,Main Dishes,27,https://lh3.googleusercontent.com/NUwm9i2WsdI7NWwMgE627E7gzclq7YcxPp55wA8TQIBXBfJXOCteSEwwukuvR7ewHXJh7n3oCP3ps8OuZKTsoQ=s360,https://www.recipeboy.com/2015/07/baked-parmesan-chicken-tenders/,buttermilk,1,cups,1 cup buttermilk,grated parmesan cheese,0.5,cups,1/2 cup grated Parmesan cheese,cornflake crumbs,0.5,cups,1/2 cup cornflake crumbs,chicken tenders,1,lbs,1 pound chicken tenders (about 10),butter,1,cups,1 cup buttermilk,salt,1,None,salt and pepper,pepper,1,None,salt and pepper
14,20-Minute-Honey-Garlic-Shrimp-1625197,20 Minute Honey Garlic Shrimp,Main Dishes,20,https://lh3.googleusercontent.com/uR0nky3IQB-NPaY9sFwtXp4-L5T6SsJ3jRkwhuZb2bZcRlW7kpv-vS5wZXepsVVhXTvzaPGyBUWx5eNrQKu-fA=s360,http://sallysbakingaddiction.com/2016/05/09/quick-healthy-dinner-20-minute-honey-garlic-shrimp/,honey,0.333333333333,cups,1/3 cup honey,soy sauce,0.25,cups,1/4 cup soy sauce (I use reduced sodium),minced garlic,1,tbsp,1 Tablespoon minced garlic,fresh ginger,1,None,optional: 1 teaspoon minced fresh ginger,shrimp,1,None,"1 lb medium tail-on shrimp, peeled & deveined",olive oil,2,tsp,2 teaspoons olive oil,green onion,1,None,optional: chopped green onion for garnish
