#,ingredient_name,serving_quantity,serving_unit,serving_weight_grams,sugar_mg,iron_mg,calcium_mg,sodium_mg,protein_mg,cholesterol_mg,potassium_mg,lactose_mg,vitamin_C_mg,saturated_fat_mg,trans_fat_mg,dietary_fiber_mg,calories_kcal,alcohol_mg,magnesium_mg,zinc_mg
2100,low sodium chicken stock,1,cups,240,528,0.624,19.2,554.4,3264,0,204,0,0.96,0,0,0,16.8,0,2.4,0.192
2101,hard boiled eggs,1,large,50,560,0.595,25,62,6290,186.5,63,0,0,1633.5,0,0,77.5,0,5,0.525
2102,pretzel sticks,1,oz,28.35,626.5,1.2984,7.6545,351.54,2846.3,0,63.2205,0,0.5954,110.9,1.1,963.9,108.864,0,8.2215,0.2948
2103,mozzerella cheese,1,oz,28.35,292,0.1247,143.1675,177.7545,6285.2,22.3965,21.546,19.9,0,3728.6,0,0,85.05,0,5.67,0.8278
2104,chicken mince,4,oz crumbled,112,0,0.9184,6.72,67.2,19532.8,96.32,584.64,0,0,2577.1,72.8,0,160.16,0,23.52,1.6464
2105,chicken breast boneless,1,breast,189,0,0.6993,9.45,85.05,42525,137.97,631.26,0,0,1064.1,13.2,0,226.8,0,52.92,1.2852
2106,cherry preserves,1,tbsp,20,9700,0.098,4,6.4,74,0,15.4,0,1.76,2,0,220,55.6,0,0.8,0.012
2107,honey nut chex cereal,0.75,cups,32,9000,4.5,100,200,2000,0,55,0,6,0,0,1000,120,0,0,0
2108,pretzel rods,1,pretzel,10,221,0.458,2.7,124,1004,0,22.3,0,0.21,39.1,0.4,340,38.4,0,2.9,0.104
2109,top round steak,1,oz,28.35,0,0.5245,5.9535,17.01,6254,19.5615,98.9415,0,0,885.4,0,0,47.061,0,6.804,1.1567
2110,white cornmeal,1,cups,122,780.8,4.209,7.32,42.7,9906.4,0,350.14,0,0,616.1,0,8906,441.64,0,154.94,2.2204
2111,brisket,3,oz,85,0,1.3515,13.6,50.15,15249,78.2,234.6,0,0,7608.4,0,0,235.45,0,15.3,3.672
2112,laughing cow,2,portions,33,1000,0,100,310,3000,15,0,0,0,3500,200,0,70,0,0,0
2113,chocolate frosting,2,tbsp creamy,41,23657,0.5822,3.28,75.03,451,0,80.36,0,0,2265.7,0,369,162.77,0,8.61,0.1189
2114,scallion,1,"medium (4-1/8"" long)",15,349.5,0.222,10.8,2.4,274.5,0,41.4,0,2.82,4.8,0,390,4.8,0,3,0.0585
2115,chocolate candies,1,pieces,7,3605,0.1645,13.23,5.53,535.5,1.61,26.04,0,0,1295.6,0,238,37.45,0,4.41,0.161
2116,egg noodles,1,cups,38,714.4,1.5238,13.3,7.98,5380.8,31.92,92.72,0,0,448.4,23.2,1254,145.92,0,22.04,0.7296
2117,halloumi cheese,1,oz,28.35,292,0.1247,143.1675,177.7545,6285.2,22.3965,21.546,19.9,0,3728.6,0,0,85.05,0,5.67,0.8278
2118,syrup,1,servings,83,34860,0.0581,4.15,50.63,0,0,4.98,0,0,14.9,0,0,219.95,0,1.66,0.1909
2119,banana,1,"medium (7"" to 7-7/8"" long)",118,14431.4,0.3068,5.9,1.18,1286.2,0,422.44,0,10.266,132.2,0,3068,105.02,0,31.86,0.177
2120,poppy seeds,1,tsp,2.8,83.7,0.2733,40.264,0.728,503.7,0,20.132,0,0.028,126.5,0,546,14.7,0,9.716,0.2212
2121,red bean paste,1,cups,320,101203.5,3.4551,130.458,525.8667,18134.3,0,631.3275,0,0.4545,411.3,0,12498.6,640.742,0,68.1739,1.7136
2122,salad dressing mix,1,packets,28.8,4942.4,0.8592,121.048,2227.4,5472,1.584,322.28,0,0.6656,76.8,0,1296,79.168,0,21.44,0.824
2123,pancake mix,0.33,cups,52,8335.6,1.872,178.88,562.64,5080.4,1.04,99.32,447.2,0,427.4,199.2,1508,191.36,0,14.56,0.3744
2124,tomatoe,1,"medium whole (2-3/5"" dia)",123,3234.9,0.3321,12.3,6.15,1082.4,0,291.51,0,16.851,34.4,0,1476,22.14,0,13.53,0.2091
2125,canned whole tomatoes,1,medium,111,2830.5,0.6327,36.63,127.65,876.9,0,212.01,0,13.986,37.7,0,2109,17.76,0,11.1,0.1332
2126,franks hot sauce,1,tsp,5,0,0,0,190,0,0,0,0,0,0,0,0,0,0,0,0
2127,palm oil,1,tbsp,13.6,0,0.0014,0,0,0,0,0,0,0,6704.8,0,0,120.224,0,0,0
2128,mac and cheese,1,cups,198,8454.6,1.9602,124.74,669.24,9682.2,5.94,255.42,5979.6,0,3595.7,2463.1,2376,376.2,0,33.66,0.9306
2129,kettle chips,1,oz,28,92.4,0.3584,5.88,147.56,1789.2,0,334.88,0,6.048,952,23.5,868,148.96,0,17.64,0.3052
2130,nonfat yogurt,1,containers,170,13056,0.153,338.3,130.9,9741,3.4,433.5,0,1.53,197.2,0,0,95.2,0,32.3,1.649
2131,tortellini,0.75,cups,81,769.5,1.215,123.12,328.86,10935,34.02,72.09,0,0,2916,0,1539,248.67,0,17.01,0.8262
2132,shiitake mushroom,1,pieces,19,452.2,0.0779,0.38,1.71,425.6,0,57.76,0,0,0,0,475,6.46,0,3.8,0.1957
2133,maca powder,1,tsp,5,176,0.069,3.25,2.75,345,0,50.05,0,0.19,4.5,0,295,17.85,0,3.25,0.027
2134,low sodium taco seasoning,1,tbsp,6,34.1,0.1291,0.5339,259.9451,369.4,0,16.8431,0,0,28.9,0,389.1,19.2413,0,4.9636,0.0929
2135,celery salt,1,tsp,4.2,7,0.4774,19.1364,1227.7346,187.9,0,14.8134,0,0.1778,22.8,0,122.7,4.0769,0,4.6077,0.0752
2136,creamy peanut butter,2,tbsp,32,2080,0.6912,17.28,152.32,7017.6,0,189.44,0,0,3046.1,0,1824,188.16,0,57.28,0.8544
2137,haddock,1,fillets,193,0,0.3281,21.23,411.09,31497.6,104.22,551.98,0,0,175.6,7.7,0,142.82,0,40.53,0.6176
2138,cheese dip,0.25,cups,63,264.6,0.1323,115.92,521.64,4227.3,18.27,18.9,0,0.252,3786.3,0,315,109.62,0,5.67,0.6174
2139,filet mignon,3,oz,85,0,1.207,19.55,42.5,16668.5,72.25,256.7,0,0,7148.5,0,0,209.95,0,17,2.8985
2140,mexican rice,1,servings,273.6,3415.9,0.94,13.5401,317.5825,5965,3.6,262.6763,0,3.143,1217.2,263.3,655.6,279.0713,0,19.5088,0.6744
2141,sweet potato,1,cups,133,5559.4,0.8113,39.9,73.15,2088.1,0,448.21,0,3.192,23.9,0,3990,114.38,0,33.25,0.399
2142,mini marshmallows,1,regular,7.2,4144.3,0.0166,0.216,5.76,129.6,0,0.36,0,0,4,0,7.2,22.896,0,0.144,0.0029
2143,jif creamy peanut butter,2,tbsp,32,3000,0.72,0,135,7000,0,0,0,0,2500,0,2000,190,0,0,0
2144,coleslaw,0.5,cups,109.5,10446.3,0.3285,37.23,241.995,963.6,8.76,167.535,0,15.0015,2090.4,63.5,2080.5,174.105,0,10.95,0.1971
2145,baguettes,1,baguette,324,14968.8,12.6684,168.48,1950.48,34830,0,379.08,0,0,1714,16.2,7128,881.28,0,103.68,3.3696
2146,marinade,1,cups,247.37,15898.4,5.7541,112.0795,4975.0224,7757.6,0,732.9458,0,9.5864,6696,0.8,1121.7,577.1505,0,47.1394,0.5645
2147,pie crusts,1,pie crust,154,6514.2,4.312,32.34,719.18,10010,0,175.56,0,0,14286.6,0,5082,782.32,0,26.18,0.7854
2148,juice,8,floz,237,28700.7,0.5925,7.11,144.57,308.1,0,289.14,0,60.198,0,0,237,127.98,0,11.85,0.0948
2149,potatoes obrien,1,cups,194,0,0.9118,69.84,420.98,4559,7.76,516.04,0,32.398,1546.2,0,0,157.14,0,34.92,0.582
2150,london broil,4,oz,113.4,115.3,2.8348,20.4679,183.734,33331.2,131.9738,278.8388,0,0.0711,8416.2,11.5,44.9,338.1603,0,23.9162,7.7001
2151,beef pot roast,1,cups,241.06,2586.1,2.6867,40.6289,426.8819,26938.2,86.5898,520.9281,0,3.5146,7106.2,926.4,1340.2,314.1569,2077.6,30.7615,8.993
2152,satsuma,1,fruit,74,6793.2,0.1036,22.2,0.74,629,0,130.98,0,36.112,0,0,1258,34.78,0,7.4,0.0444
2153,chicken breast meat,1,breast,189,0,0.6993,9.45,85.05,42525,137.97,631.26,0,0,1064.1,13.2,0,226.8,0,52.92,1.2852
2154,nonfat greek yogurt,1,oz,28.35,3195.1,0.0255,27.4995,9.3555,2282.2,1.134,37.422,700.3,0.0851,29.8,0.3,170.1,23.247,0,2.835,0.1276
2155,chilli peppers,1,pepper,45,2385,0.4635,6.3,4.05,841.5,0,144.9,0,64.665,18.9,0,675,18,0,10.35,0.117
2156,port,1,floz,29,449.5,0.116,2.61,181.54,145,0,25.52,0,0,0,0,0,14.5,957,2.9,0.0232
2157,coconut aminos,1,tsp,6.16,998,0.0013,0.2132,89.3507,0,0,0.0384,0,0,0,0,0,3.87,0,0.0516,0.0008
2158,sweet pickle,1,"small Gherkin (2-1/2"" long)",15,2740.5,0.0375,9.15,68.55,87,0,15,0,0.105,10.1,0,150,13.65,0,1.05,0.018
2159,light corn syrup,1,tbsp,22,16889.4,0,2.86,13.64,0,0,0.22,0,0,0,0,0,62.26,0,0.22,0.0968
2160,sandwiches,2,slices of bread,58,3427.8,2.0242,77.14,294.64,6217.6,0,102.66,0,0.116,450.7,15.1,2320,154.86,0,26.1,0.6902
2161,semolina flour,1,cups,167,0,7.2812,28.39,1.67,21175.6,0,310.62,0,0,250.5,0,6513,601.2,0,78.49,1.7535
2162,sherry,1,floz,29,449.5,0.116,2.61,181.54,145,0,25.52,0,0,0,0,0,14.5,957,2.9,0.0232
2163,sesame dressing,1,tbsp,15,1248,0.09,2.85,150,465,0,23.55,0,0,930,0,150,66.45,0,0,0.015
2164,portobello mushrooms,1,cups,86,2150,0.2666,2.58,7.74,1814.6,0,313.04,0,0,51.6,0,1118,18.92,0,0,0.4558
2165,turkey breast,4,oz,114,57,0.8322,12.54,128.82,26972.4,64.98,275.88,0,0,329.5,14.8,0,129.96,0,31.92,1.4592
2166,zucchini,1,cups,124,3100,0.4588,19.84,9.92,1500.4,0,323.64,0,22.196,104.2,0,1240,21.08,0,22.32,0.3968
2167,fresca,1,cans,355,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0
2168,sun dried tomatoes packed in oil,1,pieces,3,0,0.0804,1.41,7.98,151.8,0,46.95,0,3.054,56.8,0,174,6.39,0,2.43,0.0234
2169,unsweetened chocolate,1,oz,28.35,258,4.9329,28.6335,6.804,4059.7,0.567,235.305,0,0,9150.5,0,4706.1,182.007,0,92.7045,2.7301
2170,jarlsberg cheese,1,oz,28.35,0,0.0369,252.315,53.0145,7643.2,26.3655,20.412,0,0,5167.4,279.8,0,111.4155,0,9.3555,1.2389
2171,kool aid,8,floz,163,15044.9,0.0815,27.71,11.41,0,0,1.63,0,19.234,9.8,0,0,60.31,0,1.63,0.0326
2172,miracle whip light,1,tbsp,15,1000.5,0.018,0.75,124.95,97.5,0,5.4,0,0,222.6,0,0,23.7,0,0.3,0.0105
2173,corn tortillas,1,tortilla,24,211.2,0.2952,19.44,10.8,1368,0,44.64,0,0,108.7,0,1512,52.32,0,17.28,0.3144
2174,daisy sour cream,1,tbsp,12,409.2,0.0084,12.12,3.72,292.8,7.08,15,409.2,0.108,1216.8,95.5,0,23.76,0,1.2,0.0396
2175,salmon,3,oz,85,0,0.289,7.65,50.15,17357,46.75,308.55,0,3.315,2592.5,0,0,176.8,0,22.95,0.306
2176,fish stock,1,cups,233,0,0.0233,6.99,363.48,5265.8,2.33,335.52,0,0.233,473,0,0,37.28,0,16.31,0.1398
2177,orange peel,1,tbsp,6,0,0.048,9.66,0.18,90,0,12.72,0,8.16,1.4,0,636,5.82,0,1.32,0.015
2178,coca cola,1,cans,355,39000,0,0,45,0,0,0,0,0,0,0,0,140,0,0,0
2179,mozzarella string cheese,1,sticks,28.35,292,0.1247,143.1675,177.7545,6285.2,22.3965,21.546,19.9,0,3728.6,0,0,85.05,0,5.67,0.8278
2180,mace,1,tsp,1.7,0,0.2363,4.284,1.36,114.1,0,7.871,0,0.357,161.7,0,343.4,8.075,0,2.771,0.0391
2181,cupcakes,1,cupcake,75,29970,2.28,22.5,261,2610,16.5,202.5,345,0.075,4437.8,988.5,1650,291.75,0,23.25,0.435
2182,maca,1,tsp,5,176,0.069,3.25,2.75,345,0,50.05,0,0.19,4.5,0,295,17.85,0,3.25,0.027
2183,taco shells,1,"medium (approx 5"" dia)",13.3,199.5,0.2181,13.3,43.092,852.5,0,30.723,13.3,0,945,22.9,891.1,63.308,0,11.039,0.2141
2184,potato soup,1,bowls,490,2434.1,2.3956,585.6148,768.5503,29325.8,86.0848,1327.3391,753.1,16.301,13555.6,448,3196.8,572.0541,0,95.0437,3.4728
2185,chard,1,cups,36,396,0.648,18.36,76.68,648,0,136.44,0,10.8,10.8,0,576,6.84,0,29.16,0.1296
2186,oyster,1,medium,50,0,2.555,4,53,4725,25,84,0,4,255,0,0,40.5,0,11,8.31
2187,hot peppers,1,pepper,45,2385,0.4635,6.3,4.05,841.5,0,144.9,0,64.665,18.9,0,675,18,0,10.35,0.117
2188,cauliflower rice,1,cups,100,1910,0.42,22,30,1920,0,299,0,48.2,130,0,2000,25,0,15,0.27
2189,garlic paste,1,tsp,6.44,35,0.075,6.4656,171.1802,222.6,0,14.0952,0,1.092,348.3,0,73.5,27.315,0,0.8794,0.041
2190,sprouted grain bread,1,slices,40,1052,0.756,0,189.6,5264,0,79.2,0,0,0,0,2120,75.2,0,26.4,0.5
2191,agave syrup,1,tsp,6.9,4694.1,0.0062,0.069,0.276,6.2,0,0.276,0,1.173,0,0,13.8,21.39,0,0.069,0.0007
2192,pecorino romano cheese,1,oz,28.35,207,0.2183,301.644,406.2555,9015.3,29.484,24.381,0,0,4852.1,0,0,109.7145,0,11.6235,0.7314
2193,kool aid drink,8,floz,163,15044.9,0.0815,27.71,11.41,0,0,1.63,0,19.234,9.8,0,0,60.31,0,1.63,0.0326
2194,part skim shredded mozzarella,1,cups,86,1926.4,0.1978,615.76,586.52,20321.8,55.9,112.66,1247,0,9865.9,609.7,0,261.44,0,24.94,3.1046
2195,bbq sauce,2,tbsp,34,11301.6,0.2176,11.22,349.18,278.8,0,78.88,0,0.204,15.3,0,306,58.48,0,4.42,0.0578
2196,seasoned breadcrumbs,1,cups,120,6888,5.904,218.4,1603.2,16956,1.2,277.2,0,3.24,1669.2,0,5880,459.6,0,55.2,1.716
2197,coleslaw dressing,1,tbsp,16,3217.6,0.032,2.24,113.6,144,4.16,1.44,0,0,784,0,16,62.4,0,0.32,0.0288
2198,button mushrooms,1,cups,70,1386,0.35,2.1,3.5,2163,0,222.6,0,1.47,35,0,700,15.4,0,6.3,0.364
2199,adzuki beans,1,cups,197,0,9.8106,130.02,9.85,39143.9,0,2470.38,0,0,376.3,0,25019,648.13,0,250.19,9.9288
2200,heirloom tomato,1,"medium whole (2-3/5"" dia)",123,3234.9,0.3321,12.3,6.15,1082.4,0,291.51,0,16.851,34.4,0,1476,22.14,0,13.53,0.2091
2201,white beans,1,cups,202,4262.2,21.0888,484.8,32.32,47187.2,0,3625.9,0,0,442.4,0,30704,672.66,0,383.8,7.4134
2202,halloumi,1,oz,28.35,292,0.1247,143.1675,177.7545,6285.2,22.3965,21.546,19.9,0,3728.6,0,0,85.05,0,5.67,0.8278
2203,mixed fruit,1,cups,162.4,16454.3,0.5301,26.362,2.646,1355.5,0,364.168,0,72.244,68.3,0,3257.8,96.622,0,24.61,0.2026
2204,wild salmon,3,oz,85,0,0.6035,39.1,45.05,23256,48.45,386.75,0,0.85,1355.8,0,0,156.4,0,29.75,0.442
2205,pomegranates,1,"pomegranate (4"" dia)",282,38549.4,0.846,28.2,8.46,4709.4,0,665.52,0,28.764,338.4,0,11280,234.06,0,33.84,0.987
2206,cole slaw,0.5,cups,109.5,10446.3,0.3285,37.23,241.995,963.6,8.76,167.535,0,15.0015,2090.4,63.5,2080.5,174.105,0,10.95,0.1971
2207,roasted red pepper,1,pepper,117.38,5004.8,0.5433,10.2942,2.3476,1048.9,0,189.2818,0,194.9483,499.1,0,1368.1,61.7576,0,11.4005,0.1368
2208,bell pepper,1,cups,149,3576,0.5066,14.9,4.47,1281.4,0,260.75,0,119.796,86.4,0,2533,29.8,0,14.9,0.1937
2209,cooked brown rice,0.5,cups,97.5,0,0.5168,9.75,0.975,2262,0,77.025,0,0,160.9,0,1755,109.2,0,42.9,0.6045
2210,peppermint extract,1,tsp,4.2,531.3,0.005,0.462,0.378,2.5,0,6.216,0,0,0.4,0,0,12.096,1444.8,0.504,0.0046
2211,pork rinds,1,oz,28.35,0,0.2495,8.505,515.403,17378.6,26.9325,36.0045,0,0.1418,3223.4,0,0,154.224,0,3.1185,0.1588
2212,ciabatta bread,1,slices,31,1757.7,1.1191,44.64,151.9,2743.5,0,39.06,0,0,216.4,8.4,837,82.46,0,7.13,0.2294
2213,tyson crispy chicken strips,3,oz,84,0,0,0,480,15000,30,0,0,0,1500,0,1000,190,0,0,0
2214,green tea,1,cups,245,0,0.049,0,2.45,539,0,19.6,0,0.735,0,0,0,2.45,0,2.45,0.0245
2215,romaine hearts,1,heart,229,2725.1,2.2213,75.57,18.32,2816.7,0,565.63,0,9.16,89.3,0,4809,38.93,0,32.06,0.5267
2216,asparagus spears,1,cups,134,2519.2,2.8676,32.16,2.68,2948,0,270.68,0,7.504,53.6,0,2814,26.8,0,18.76,0.7236
2217,burrata,1,oz,28.35,292,0.1247,143.1675,177.7545,6285.2,22.3965,21.546,19.9,0,3728.6,0,0,85.05,0,5.67,0.8278
2218,fresh pineapple,0.5,cups,82.5,8126.3,0.2393,10.725,0.825,445.5,0,89.925,0,39.435,7.4,0,1155,41.25,0,9.9,0.099
2219,coconut chips,1,oz,28.42,12227.5,0.5713,4.6308,169.1836,1169.6,0,92.5636,0,0.255,9727.1,0,2771,154.77,0,15.3042,0.3432
2220,rice chex,1,cups,27,2160,8.9883,99.9,218.43,1728,0,50.76,0,5.994,135,0,540,101.25,0,8.1,3.7503
2221,lean ground turkey,1,oz,28.35,0,0.3317,5.9535,19.5615,5310,20.979,60.3855,0,0,615.2,31.8,0,42.525,0,5.9535,0.7173
2222,schweppes,1,cans,352.94,32000,0,0,60,0,0,0,0,0,0,0,0,120,0,0,0
2223,dijonnaise,1,tsp,5.32,45.7,0.0769,3.0268,124.4463,179.3,0.1925,7.216,0,0.014,63.7,1.3,187.1,5.9233,0,2.2516,0.0308
2224,garlic chili sauce,1,tsp,5.04,124.4,0.0523,3.6556,93.5252,151.9,0,13.6972,0,3.4356,2.4,0,67.8,3.662,0,0.9224,0.0264
2225,roasted chicken breast,3,oz,85,0,0.3145,4.25,38.25,19125,62.05,283.9,0,0,478.6,6,0,102,0,23.8,0.578
2226,black cod,3,oz,85,0,1.394,38.25,61.2,14611.5,53.55,390.15,0,0,3484.2,0,0,212.5,0,60.35,0.3485
2227,fritos,1,oz,28,75.6,0.336,38.64,143.92,1727.6,0,40.32,0,0,1212.7,24.6,1120,150.64,0,20.16,0.3612
2228,colby,1,cups,132,686.4,1.0032,904.2,797.28,31363.2,125.4,167.64,0,0,26687.8,0,0,520.08,0,34.32,4.0524
2229,cumin seeds,1,"tsp, whole",2.1,47.3,1.3936,19.551,3.528,374,0,37.548,0,0.1617,32.2,0,220.5,7.875,0,7.686,0.1008
2230,celery rib,1,cups,101,1353.4,0.202,40.4,80.8,696.9,0,262.6,0,3.131,42.4,0,1616,16.16,0,11.11,0.1313
2231,french dressing,2,tbsp,32,5104,0.256,7.68,267.52,246.4,0,21.44,0,1.152,1807.4,0,0,146.24,0,1.6,0.0928
2232,semi skimmed milk,1,cups,244,12346.4,0.0488,292.8,114.68,8052,19.52,341.6,12224.4,0.488,3067.1,207.4,0,122,0,26.84,1.1712
2233,cheesecake pudding mix,1,packages,99,91971,0.0099,11.88,1426.59,0,0,11.88,0,0,427.7,0,0,373.23,0,0.99,0.0594
2234,catfish fillets,3,oz,85,0,0.1955,6.8,83.3,12945.5,46.75,256.7,0,0,1113.5,44.2,0,101.15,0,16.15,0.408
2235,turkey gravy,1,cups,238,499.8,1.666,9.52,1373.26,6188,4.76,259.42,0,0,1475.6,0,952,121.38,0,4.76,1.904
2236,white bean,1,cups,202,4262.2,21.0888,484.8,32.32,47187.2,0,3625.9,0,0,442.4,0,30704,672.66,0,383.8,7.4134
2237,green salsa,2,Tbsp,30,1050,0.195,2.7,180,339,0,77.7,0,3.69,0,0,570,11.4,0,5.7,0.075
2238,honey mustard dressing,2,tbsp,30,4752,0.087,3.6,153.6,261,8.7,6,0,0.06,1500,0,120,139.2,0,1.5,0.042
2239,chive and onion cream cheese,2,tbsp,30,994.3,0.1373,28.75,72.43,1643.4,23.23,51.08,864.8,4.067,4659.2,0,175,82.6,0,5.01,0.1542
2240,dole bananas,1,"medium (7"" to 7-7/8"" long)",118,14430,0.31,5.9,1.18,1290,0,0,0,0,130,0,3070,105.02,0,0,0
2241,steel cut oats,1,cups,160,1584,6.8,83.2,9.6,21040,0,579.2,0,0,1776,0,16160,606.4,0,220.8,5.824
2242,red wine,1,glasses,147,911.4,0.6762,11.76,5.88,102.9,0,186.69,0,0,0,0,0,124.95,15582,17.64,0.2058
2243,tropicana orange juice,1,cups,249,20691.9,0.3237,27.39,4.98,1693.2,0,443.22,0,83.664,34.9,0,747,122.01,0,27.39,0.1743
2244,potato gnocchi,1,cups,126.8,779.9,2.7021,16.44,17.872,7670.2,37.2,320.472,0,8.684,407.5,3.8,2552.4,254.416,0,26.896,0.6794
2245,unsweetened dried coconut,0.25,cups,21.25,1561.9,0.7055,5.525,7.8625,1462,0,115.3875,0,0.3188,12158.8,0,3463.8,140.25,0,19.125,0.4271
2246,bouillon cube,1,tsp,2,347.2,0.0206,3.74,477.5,333.2,0.26,6.18,0,0.022,68.6,0,0,5.34,0,1.12,0.0018
2247,sandwich roll,1,sandwich roll,52,161.2,1.4092,47.32,298.48,4472,0,59.28,0,0,500.2,0,1664,144.04,0,10.4,0.468
2248,crabmeat,3,oz,85,0,0.629,75.65,249.05,15351,66.3,279.65,0,2.55,188.7,0,0,73.95,0,28.9,3.009
2249,chocolate mousse,0.5,cups,202,29916.2,1.111,193.92,76.76,8362.8,282.8,288.86,0,0.202,18485,0,1212,454.5,0,40.4,1.2928
2250,lowfat plain greek yogurt,1,containers,200,7120,0.08,230,68,19900,20,282,5840,1.6,2460,120,0,146,0,22,1.2
2251,lean beef,4,oz,113,0,2.5312,13.56,74.58,22600,73.45,362.73,0,0,4437.5,610.2,0,198.88,0,22.6,5.4127
2252,caramel,2,tbsp,41,23370,0,20.09,139.81,496.1,0,27.06,0,0.205,0,0,0,88.56,0,2.05,0
2253,gingersnap,1,cookie,7,1394.4,0.448,5.39,35.07,392,0,24.22,0,0,171.6,0,154,29.12,0,3.43,0.0385
2254,sour cream,1,tbsp,12,409.2,0.0084,12.12,3.72,292.8,7.08,15,409.2,0.108,1216.8,95.5,0,23.76,0,1.2,0.0396
2255,breading,2,tbsp,21.9,479.2,0.846,18.0782,132.897,2607,25.9615,35.343,0,0.0013,315.2,2.7,580.6,65.4918,0,5.8206,0.2493
2256,pickle relish,1,tbsp,15,4369.5,0.1305,0.45,121.65,55.5,0,3.75,0,0.15,8.1,0,165,19.5,0,0.75,0.021
2257,cocktail,1,cocktail,116.61,9723.7,0.1353,4.5862,1.6909,206.2,0,43.1989,0,5.9242,5.2,0,67.6,166.6351,18570.4,3.2958,0.0574
2258,jalapeno pepper,1,pepper,14,576.8,0.035,1.68,0.42,127.4,0,34.72,0,16.604,12.9,0,392,4.06,0,2.1,0.0196
2259,lime zest,1,tbsp,6,250.2,0.048,8.04,0.36,90,0,9.6,0,7.74,2.3,0,636,2.82,0,0.9,0.015
2260,country ham,1,cups,134,1420.4,1.1122,5.36,1309.18,29721.2,85.76,462.3,0,0,1273,13.4,0,186.26,0,29.48,2.412
2261,wild rice,1,cups,160,4000,3.136,33.6,11.2,23568,0,683.2,0,0,249.6,0,9920,571.2,0,283.2,9.536
2262,cinnamon rolls,1,large,88,18779.2,1.6984,24.64,686.4,3819.2,0,0,0,0.088,2860,3775.2,1232,290.4,0,0,0
2263,cheerios,1,cups,28,1220.8,9.2876,112.28,139.16,3385.2,0,179.48,0,6.048,420,5.6,2632,105.28,0,31.92,4.6844
2264,gouda,1,oz,28.35,629.4,0.068,198.45,232.1865,7070.5,32.319,34.3035,0,0,4993.6,0,0,100.926,0,8.2215,1.1057
2265,chopped steak,1,servings,172.32,4658.8,2.9746,56.9644,638.9858,24452.7,102.675,611.4181,0,0.7837,5906,592,927.5,296.4498,0,25.287,5.2784
2266,empanada,1,large empanada,222,4084.8,5.994,44.4,976.8,25108.2,57.72,421.8,0,1.554,11446.3,1833.7,4440,743.7,0,46.62,4.1292
2267,white vinegar,1,tbsp,14.9,6,0.0045,0.894,0.298,0,0,0.298,0,0,0,0,0,2.682,0,0.149,0.0015
2268,tom yum,1,cups,244,2146.9,0.6053,31.6456,1011.5495,7867.4,53.3249,280.7828,0,22.0823,168.7,8.9,1033.2,50.2641,0,28.9209,0.7481
2269,italian seasonings,1,tbsp,5.46,192.3,2.7634,83.158,2.372,615,0,83.7486,0,2.1306,164.6,0,2106.8,15.3198,0,18.0602,0.224
2270,nutella,1,servings,37,19998.5,1.6206,39.96,15.17,2001.7,0,150.59,0,0,10516.5,0,1998,200.17,0,23.68,0.3922
2271,blackcurrant,1,cups,112,0,1.7248,61.6,2.24,1568,0,360.64,0,202.72,38.1,0,0,70.56,0,26.88,0.3024
2272,crema,2,tbsp,29.7,926.7,0.0263,24.4811,156.08,775.1,25.3567,32.203,926.7,0.2191,4896.8,299,0,79.2426,0,2.4881,0.0837
2273,champagne,1,flute,147,1411.2,0.3969,13.23,7.35,102.9,0,104.37,0,0,0,0,0,120.54,15141,14.7,0.1764
2274,soy protein isolate,1,oz,28.35,0,4.1108,50.463,284.9175,25038.7,0,22.9635,0,0,119.6,0,0,94.9725,0,11.0565,1.1425
2275,bulgur,1,cups,182,182,1.7472,18.2,9.1,5605.6,0,123.76,0,0,76.4,0,8190,151.06,0,58.24,1.0374
2276,dried figs,1,fig,8.4,4025.3,0.1705,13.608,0.84,277.2,0,57.12,0,0.1008,12.1,0,823.2,20.916,0,5.712,0.0462
2277,massaman curry,1,cups,241.28,4558.2,3.4565,49.4897,996.6107,22261.3,88.2257,740.7719,0,20.8143,7707.2,59.6,2425.7,316.8551,992.8,76.5068,2.1982
2278,leek,1,cups,89,3471,1.869,52.51,17.8,1335,0,160.2,0,10.68,35.6,0,1602,54.29,0,24.92,0.1068
2279,boneless chicken breast,0.5,breast,94.5,0,0.3497,4.725,42.525,21262.5,68.985,315.63,0,0,532,6.6,0,113.4,0,26.46,0.6426
2280,shredded monterey jack cheese,0.25,cups,28.25,141.3,0.2034,210.745,169.5,6915.6,25.1425,22.8825,0,0,5386.2,0,0,105.3725,0,7.6275,0.8475
2281,kaffir lime leaf,1,leaves,0.2,0,0.086,1.668,0.046,15.2,0,1.058,0,0.093,4.6,0,52.6,0.626,0,0.24,0.0074
2282,provolone cheese,1,slices,28,156.8,0.1456,211.68,245.28,7162.4,19.32,38.64,0,0,4781.8,0,0,98.28,0,7.84,0.9044
2283,scalloped potatoes,1,cups,245,0,1.3965,139.65,820.75,7031.5,29.4,926.1,0,25.97,5524.8,0,4655,215.6,0,46.55,0.98
2284,vegan mayonnaise,1,tbsp,14.1,846,0.0014,0,49.773,14.1,0,1.41,0,0,1057.5,0,0,67.962,0,0,0.0155
2285,salsas,2,tbsp,36,1443.6,0.1512,10.8,255.96,547.2,0,99,0,0.684,7.6,0,684,10.44,0,5.4,0.0648
