#,cocktail_id,cocktail_name,is_alcoholic,serving_glass,cocktail_picture,cocktail_details,ingredient,servings,full_ingredient_line,ingredient,servings,full_ingredient_line,ingredient,servings,full_ingredient_line,ingredient,servings,full_ingredient_line,ingredient,servings,full_ingredient_line,ingredient,servings,full_ingredient_line,ingredient,servings,full_ingredient_line,ingredient,servings,full_ingredient_line,ingredient,servings,full_ingredient_line,ingredient,servings,full_ingredient_line,ingredient,servings,full_ingredient_line,ingredient,servings,full_ingredient_line,ingredient,servings,full_ingredient_line,ingredient,servings,full_ingredient_line,ingredient,servings,full_ingredient_line,ingredient,servings,full_ingredient_line,ingredient,servings,full_ingredient_line,ingredient,servings,full_ingredient_line,ingredient,servings,full_ingredient_line,ingredient,servings,full_ingredient_line
348,17060,24k nightmare,Alcoholic,Shot glass,https://www.thecocktaildb.com/images/media/drink/yyrwty1468877498.jpg,"Add over ice,shake and pour.",schnapps,0.464133639,1/2 oz goldschlager,jager,0.320225989,1/2 oz jagermeister,rumple minze,0.249252419,1/2 oz rumple minze,rum,0.337380952,1/2 oz bacardi 151 proof rum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,15288,252,Alcoholic,Shot glass,https://www.thecocktaildb.com/images/media/drink/rtpxqw1468877562.jpg,"Add both ingredients to shot glass, shoot, and get drunk quick",rum,0.330952381,1/2 shot bacardi 151 proof rum,turkey,0.5,1/2 shot wild turkey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,13899,3 Wise Men,Alcoholic,Collins glass,https://www.thecocktaildb.com/images/media/drink/wxqpyw1468877677.jpg,put them them in a glass... and slam it to tha head.,jack daniels,0.224920635,1/3 oz jack daniels,johnnie walker,0.224920635,1/3 oz johnnie walker,jim beam,0.224920635,1/3 oz jim beam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,13501,ABC,Alcoholic,Shot glass,https://www.thecocktaildb.com/images/media/drink/tqpvqp1472668328.jpg,Layered in a shot glass.,amaretto liqueur,0.333333333,1/3 amaretto,baileys,0.333333333,1/3 bailey's irish cream,cognac,0.333333333,1/3 cognac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,14610,ACID,Alcoholic,Shot glass,https://www.thecocktaildb.com/images/media/drink/xuxpxt1479209317.jpg,Poor in the 151 first followed by the 101 served with a Coke or Dr Pepper chaser.,rum,0.674761905,1 oz bacardi 151 proof rum,turkey,0.333411765,1 oz wild turkey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,13807,After Five,Alcoholic,Shot glass,https://www.thecocktaildb.com/images/media/drink/sk3lr91493068595.jpg,"1. Pour Kahlua into shot glass to about 1/2 full. 2. Using a spoon(inverted), slowly pour in the Peppermint Schnapps until glass is about 3/4 full. Done correctly, the Schnapps will flow under the Kahlua for a clear layer. 3. Again using a spoon, but this time right side up, slowly top off the glass with a layer of Bailey's. Be careful to place the spoon right at the top of the Kahlua layer and to raise it as the glass fills up. Done correctly, this will provide a layer of Bailey's floating over the Kahlua. 4. Toss it down all at once for something like a Peppermint Pattie, WITH A BANG!!! NOTE: Best if all ingredients are chilled",peppermint,1,peppermint schnapps,kahlua,1,kahlua,baileys,1,bailey's irish cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,13683,Apple Slammer,Alcoholic,Shot glass,https://www.thecocktaildb.com/images/media/drink/09yd5f1493069852.jpg,"pour into a shot glass and present to consumer, they are expected to cover the top of the shotglass with thier palm, raise the glass, slam it on the bar and the swallow quickly.",7 up,1,1 part 7 up,schnapps,1,1 part apple schnapps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,16354,Arizona Antifreeze,Alcoholic,Shot glass,https://www.thecocktaildb.com/images/media/drink/dbtylp1493067262.jpg,Pour all ingredients into shot glass and slam !!!!,vodka,0.224920635,1/3 oz vodka,liqueur,0.190841751,1/3 oz midori melon liqueur,sweet and sour sauce,0.269904762,1/3 oz sweet and sour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,17020,Auburn Headbanger,Alcoholic,Shot glass,https://www.thecocktaildb.com/images/media/drink/vw7iv91493067320.jpg,Mix in spread glass over ice. Strain and pour in shot glass. Sit down before shotting. ENJOY!!,jager,0.640451977,1 oz jagermeister,schnapps,0.928267278,1 oz goldschlager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,15853,B-52,Alcoholic,Shot glass,https://www.thecocktaildb.com/images/media/drink/5a3vg61504372070.jpg,Layer ingredients into a shot glass. Serve with a stirrer.,baileys,0.333333333,1/3 bailey's irish cream,orange liqueur,0.333333333,1/3 grand marnier,kahlua,0.25,1/4 kahlua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,13332,B-53,Alcoholic,Collins Glass,https://www.thecocktaildb.com/images/media/drink/rwqxrv1461866023.jpg,"Layer the Kahlua, Sambucca and Grand Marnier into a shot glas in that order. Better than B-52",kahlua,0.333333333,1/3 shot kahlua,anise liqueur,0.333333333,1/3 shot sambuca,orange liqueur,0.333333333,1/3 shot grand marnier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,17079,Baby Guinness,Alcoholic,Shot glass,https://www.thecocktaildb.com/images/media/drink/rvyvxs1473482359.jpg,"Pour Kahlua, almost filling shot glass. Then, carefully pour Baileys, using wall of shot glass. This will give the ""Guinness"" its ""head"".",kahlua,2.03591954,2 1/2 oz kahlua,baileys,0.5,1/2 oz bailey's irish cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,13222,Big Red,Alcoholic,Shot glass,https://www.thecocktaildb.com/images/media/drink/yqwuwu1441248116.jpg,Pour ingredients into 1 ounce shot glass,cream,0.475503356,1/2 oz irish cream,schnapps,0.464133639,1/2 oz goldschlager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,13395,Bob Marley,Alcoholic,Shot glass,https://www.thecocktaildb.com/images/media/drink/rrqrst1477140664.jpg,Layer in a 2 oz shot glass or pony glass,liqueur,0.286262626,1/2 oz midori melon liqueur,jager,0.320225989,1/2 oz jagermeister,schnapps,0.464133639,1/2 oz goldschlager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,13068,Brave Bull Shooter,Alcoholic,Shot glass,https://www.thecocktaildb.com/images/media/drink/yrtypx1473344625.jpg,Pour Tabasco into bottom of shot glass and fill with tequila.,tequila,0.337380952,1/2 oz tequila,tabasco sauce,3.014893617,1/2 oz tabasco sauce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,13066,Bruce's Puce,Alcoholic,Shot glass,https://www.thecocktaildb.com/images/media/drink/svsvqv1473344558.jpg,"In a regular-sized shot glass, layer, with a spoon or cherry, the grenadine , the Kahlua , then the Bailey's Irish cream in equal portions. It goes down really smooth ,and you don't even need a chaser. It tastes just like chocolate milk.(Really!)",grenadine,1,grenadine,kahlua,1,kahlua,baileys,1,bailey's irish cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,16998,Bruised Heart,Alcoholic,Shot glass,https://www.thecocktaildb.com/images/media/drink/7if5kq1503564209.jpg,"Pour all ingredients in a mixing tin over ice, stir, and strain into shot glass",vodka,0.337380952,1/2 oz vodka,raspberry liqueur,0.408357349,1/2 oz chambord raspberry liqueur,schnapps,0.464133639,1/2 oz peachtree schnapps,cranberry juice,0.07085,1/2 oz cranberry juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,14730,Bubble Gum,Alcoholic,Shot glass,https://www.thecocktaildb.com/images/media/drink/spuurv1468878783.jpg,Layer in order into a shot glass.,vodka,0.25,1/4 vodka,liqueur,0.25,1/4 banana liqueur,orange juice,0.25,1/4 orange juice,schnapps,0.25,1/4 peach schnapps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,14538,Bumble Bee #1,Alcoholic,Shot glass,https://www.thecocktaildb.com/images/media/drink/uwqpvv1461866378.jpg,"This is a layered shot. First pour the Bailey's into the shot glass. Then take an upside down spoon and touch it to the inside wall of the glass. Carefully add the Kahlua. Repeat this process for the Sambuca. If done properly, the alcohol will stay separated and resemble a bumble bee. Enjoy!!!",baileys,0.333333333,1/3 oz bailey's irish cream,kahlua,0.271455939,1/3 oz kahlua,anise liqueur,0.165730994,1/3 oz sambuca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,13328,Chocolate Milk,Alcoholic,Shot Glass,https://www.thecocktaildb.com/images/media/drink/j6q35t1504889399.jpg,"Put the milk in the bottom, pour the Liquer on top and add the dash of amaretto. Do not mix. SLAM IT!",chocolate liqueur,0.5,1/2 shot chocolate liqueur,milk,0.5,1/2 shot milk,amaretto liqueur,1,1 dash amaretto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,14466,Dirty Nipple,Alcoholic,Shot glass,https://www.thecocktaildb.com/images/media/drink/vtyqrt1461866508.jpg,This is a layered shot - the Bailey's must be on top,kahlua,1,kahlua,anise liqueur,1,sambuca,baileys,1,bailey's irish cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,13202,Flaming Dr. Pepper,Alcoholic,Collins Glass,https://www.thecocktaildb.com/images/media/drink/d30z931503565384.jpg,"Add Amaretto, Bacardi, and vodka. Mix in the Dr. Pepper and beer",amaretto liqueur,0.814367816,1 oz amaretto,vodka,0.674761905,1 oz vodka,rum,0.674761905,1 oz bacardi 151 proof rum,pepper,12.32173913,1 oz dr. pepper,beer,0.079606742,1 oz beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,14688,Freddy Kruger,Alcoholic,Shot glass,https://www.thecocktaildb.com/images/media/drink/tuppuq1461866798.jpg,make it an ample size shot!!,jager,0.320225989,1/2 oz jagermeister,anise liqueur,0.248596491,1/2 oz sambuca,vodka,0.337380952,1/2 oz vodka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,17178,Jam Donut,Alcoholic,Shot glass,https://www.thecocktaildb.com/images/media/drink/uuytrp1474039804.jpg,"Coat the rim of a shot glass with sugar using sugar syrup to stick. Add the Chambord raspberry liqueur to the shot glass, and carefully layer the Baileys Irish Cream on top. Serve.",baileys irish cream,0.542911877,2/3 oz baileys irish cream,raspberry liqueur,0.272238232,1/3 oz chambord raspberry liqueur,sugar syrup,0.020848596,1 tsp sugar syrup,sugar,2,2 pinches sugar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,14956,Jello shots,Alcoholic,Shot glass,https://www.thecocktaildb.com/images/media/drink/l0smzo1504884904.jpg,"Boil 3 cups of water then add jello. Mix jello and water until jello is completely disolved. Add the two cups of vodka and mix together. Pour mixture into plastic shot glasses and chill until firm. Then, eat away...",vodka,0.166666667,2 cups vodka,jello,3,3 packages jello,water,2.997468354,3 cups water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,13775,Jelly Bean,Alcoholic,Cordial glass,https://www.thecocktaildb.com/images/media/drink/bglc6y1504388797.jpg,mix equal parts in pony glass-tastes just like a jelly bean!,blackberry,4.36,1 oz blackberry brandy,anise,13.4952381,1 oz anis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,17006,Kool First Aid,Alcoholic,Shot glass,https://www.thecocktaildb.com/images/media/drink/hfp6sv1503564824.jpg,"Add Kool Aid to a double shot glass, and top with rum. Slam and shoot.",rum,1.34952381,2 oz light 151 proof rum,kool aid,0.010429448,1/2 tsp tropical kool aid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,13190,Kool-Aid Shot,Alcoholic,Old-fashioned glass,https://www.thecocktaildb.com/images/media/drink/fegm621503564966.jpg,Pour into a large glass with ice and stir. Add a little cranberry juice to taste.,vodka,1,1 shot vodka,amaretto liqueur,1,1 shot amaretto,gin,0.661904762,1 shot sloe gin,triple sec,1,1 shot triple sec,cranberry juice,1,cranberry juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,14446,Kool-Aid Slammer,Alcoholic,Shot glass,https://www.thecocktaildb.com/images/media/drink/kugu2m1504735473.jpg,"Fill half the shot glass with the kool-aid first. Then put a paper towel over the top of the glass and slowly pour in the vodka. If you do it right, you should be able to see that the two liquids are separated, with the vodka on top. Now slam it! The last thing you'll taste is the kool-aid.",kool aid,0.086932515,1/2 oz grape kool aid,vodka,0.337380952,1/2 oz vodka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,16196,Moranguito,Alcoholic,Shot glass,https://www.thecocktaildb.com/images/media/drink/urpsyq1475667335.jpg,"first you put rhe absinthe, then put tequila, then put the Granadine syrup.",absinthe,0.4,2/5 absinthe,tequila,0.4,2/5 tequila,grenadine,0.2,1/5 grenadine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,14053,Mother's Milk,Alcoholic,Shot glass,https://www.thecocktaildb.com/images/media/drink/7stuuh1504885399.jpg,"Shake over ice, strain. Serves two.",schnapps,0.928267278,1 oz goldschlager,schnapps,0.928267278,1 oz butterscotch schnapps,milk,0.115673469,1 oz milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,15330,Orange Crush,Alcoholic,Shot glass,https://www.thecocktaildb.com/images/media/drink/zvoics1504885926.jpg,Add all ingredients to tumbler-Pour as shot,vodka,0.674761905,1 oz vodka,triple sec,0.76802168,1 oz triple sec,orange juice,0.113815261,1 oz orange juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,13198,Quick F**K,Alcoholic,Shot glass,https://www.thecocktaildb.com/images/media/drink/wvtwpp1478963454.jpg,"In a shot glass add 1/3 Kahlua first. Then 1/3 Miduri, topping it off with a 1/3 bailey's irish cream",kahlua,1,1 part kahlua,liqueur,1,1 part midori melon liqueur,baileys,1,1 part bailey's irish cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,14087,Red Snapper,Alcoholic,Old-fashioned glass,https://www.thecocktaildb.com/images/media/drink/7p607y1504735343.jpg,"One shot each, shake n shoot",crown royal,0.661904762,1 shot crown royal,amaretto liqueur,1,1 shot amaretto,cranberry juice,1,1 shot cranberry juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,15082,Royal Flush,Alcoholic,Old-fashioned glass,https://www.thecocktaildb.com/images/media/drink/7rnm8u1504888527.jpg,Pour all the ingredients into tumbler over ice. Strain into glass.,crown royal,1.012142857,1 1/2 oz crown royal,schnapps,0.928267278,1 oz peach schnapps,raspberry liqueur,0.408357349,1/2 oz chambord raspberry liqueur,cranberry juice,0.1417,1 oz cranberry juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,16985,Shot-gun,Alcoholic,Shot glass,https://www.thecocktaildb.com/images/media/drink/2j1m881503563583.jpg,Pour one part Jack Daneils and one part Jim Beam into shot glass then float Wild Turkey on top.,jim beam,1,1 part jim beam,jack daniels,1,1 part jack daniels,turkey,0.333411765,1 oz wild turkey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,14602,Tequila Surprise,Alcoholic,Shot glass,https://www.thecocktaildb.com/images/media/drink/8189p51504735581.jpg,Fill shot glass with Tequila. Add drops of Tobasco sauce.,tequila,1,full glass tequila,tabasco sauce,3.40E-05,about 8 drops tabasco sauce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,15006,Turkeyball,Alcoholic,Shot glass,https://www.thecocktaildb.com/images/media/drink/rxurpr1441554292.jpg,Shake with ice and strain into a shot glass.,turkey,0.333411765,1 oz wild turkey,amaretto liqueur,0.610775862,3/4 oz amaretto,pineapple juice,1,1 splash pineapple juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,16942,Zipperhead,Alcoholic,Whiskey sour glass,https://www.thecocktaildb.com/images/media/drink/r2qzhu1485620235.jpg,"Fill glass with rocks, add straw before putting in liquor. Then add the ingredients in order, trying to keep layered as much as possible (i.e. Chambord on bottom, then Vodka, Then soda on top).",raspberry liqueur,1,1 shot chambord raspberry liqueur,vodka,1,1 shot vodka,water,1,fill with soda water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,14181,Cafe Savoy,Alcoholic,Coffee mug,https://www.thecocktaildb.com/images/media/drink/vqwptt1441247711.jpg,"Fill mug almost to top with coffee.Add milk, triple sec and brandy. Stir.",coffee,1,coffee,milk,0.057836735,1/2 oz milk,triple sec,0.38401084,1/2 oz triple sec,brandy,1,brandy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,12768,Frappe,Non alcoholic,Highball Glass,https://www.thecocktaildb.com/images/media/drink/vqwryq1441245927.jpg,"Mix together. Blend at highest blender speed for about 1 minute. Pour into a glass and drink with a straw. Notes: This works best if everything is cold (if you make fresh coffee, mix it with the milk and let it sit in the fridge for 1/2 hour. If it is not frothy, add more milk, or even just some more milk powder. The froth gradually turns to liquid at the bottom of the glass, so you will find that you can sit and drink this for about 1/2 hour, with more iced coffee continually appearing at the bottom. Very refreshing.",black coffee,0.499578059,1/2 cup black coffee,milk,0.5,1/2 cup milk,sugar,1,1 2 tsp sugar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,15743,Fuzzy Asshole,Alcoholic,Coffee mug,https://www.thecocktaildb.com/images/media/drink/wrvpuu1472667898.jpg,fill coffe mug half full of coffee. Fill the other half full of Peach Schnapps. Stir and drink while hot.,coffee,0.5,1/2 coffee,schnapps,0.5,1/2 peach schnapps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,16262,H.D.,Alcoholic,Beer mug,https://www.thecocktaildb.com/images/media/drink/upusyu1472667977.jpg,Mix the whisky and Baileys Cream in a beer-glass (at least 50 cl). Fill the rest of the glass with coffee.,whiskey,0.013986048,4 cl whisky,baileys,8,8 cl bailey's irish cream,coffee,1,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,14782,Hot Creamy Bush,Alcoholic,Irish coffee cup,https://www.thecocktaildb.com/images/media/drink/spvrtp1472668037.jpg,Combine all ingredients in glass,whiskey,0.661904762,1 shot irish whiskey,baileys,0.75,3/4 shot bailey's irish cream,coffee,0.717468354,6 oz hot coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,12770,Iced Coffee,Non alcoholic,Coffee mug,https://www.thecocktaildb.com/images/media/drink/ytprxy1454513855.jpg,Mix together until coffee and sugar is dissolved. Add milk. Shake well. Using a blender or milk shake maker produces a very foamy drink. Serve in coffee mug.,coffee,0.24978903,1/4 cup instant coffee,sugar,11.9047619,1/4 cup sugar,water,0.24978903,1/4 cup hot water,milk,4,4 cups cold milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,12772,Iced Coffee Fillip,Alcoholic,Coffee mug,https://www.thecocktaildb.com/images/media/drink/sxtxrp1454514223.jpg,Mix together in a coffee mug and chill before serving.,kahlua,0.333333333,2 tsp kahlua,coffee,1,strong cold coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,13971,Irish Coffee,Alcoholic,Irish coffee cup,https://www.thecocktaildb.com/images/media/drink/sywsqw1439906999.jpg,"Heat the coffee, whiskey and sugar; do not boil. Pour into glass and top with cream; serve hot.",whiskey,1.012142857,1 1/2 oz irish whiskey,coffee,0.956624473,8 oz coffee,sugar,1,1 tsp sugar,whipped cream,0.5,1 tblsp whipped cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,15825,Jamaican Coffee,Alcoholic,Champagne flute,https://www.thecocktaildb.com/images/media/drink/xqptps1441247257.jpg,"Stir the rum, coffee and water together. Top with the whipped cream. Sprinkle with a pinch of well ground coffee and drink with a straw.",rum,0.11031746,1/6 glass rum,black coffee,0.166666667,1/6 glass strong black coffee,water,0.5,1/2 glass cold water,whipped cream,1,whipped cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,16951,Kioki Coffee,Alcoholic,Coffee mug,https://www.thecocktaildb.com/images/media/drink/uppqty1441247374.jpg,Stir. Add whipped cream to the top.,kahlua,0.814367816,1 oz kahlua,brandy,0.337380952,1/2 oz brandy,coffee,1,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,14456,Kurant Tea,Alcoholic,Champagne flute,https://www.thecocktaildb.com/images/media/drink/xrsrpr1441247464.jpg,"Pour Absolut Kurant into a comfortably big tea-cup. Add the not too hot(!) apple tea and, if you like, some sugar. Enjoy!",vodka,0.014086667,4 cl absolut kurant,tea,1,turkish apple tea,sugar,1,(if needed) sugar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,12774,Masala Chai,Non alcoholic,Coffee Mug,https://www.thecocktaildb.com/images/media/drink/uyrpww1441246384.jpg,Bring 2 cups of water to boil. Add all the ingredients and boil again for about 15 seconds. Let stand for a minute. Warm milk in a pot. Filter tea into cups. Add milk and sugar. That's IT.,water,1.998312236,2 cups water,tea,0.083089888,3 4 tsp tea,ginger,1,1 chunk dried ginger,cardamom,3,3 4 crushed cardamom,cloves,3,3 cloves,cinnamon,1,1 piece cinnamon,black pepper,1.260869565,1 2 whole black pepper,sugar,1,to taste sugar,milk,1,milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,12776,Melya,Non alcoholic,Coffee mug,https://www.thecocktaildb.com/images/media/drink/xwtptq1441247579.jpg,"Brew espresso. In a coffee mug, place 1 teaspoon of unsweetened powdered cocoa, then cover a teaspoon with honey and drizzle it into the cup. Stir while the coffee brews, this is the fun part. The cocoa seems to coat the honey without mixing, so you get a dusty, sticky mass that looks as though it will never mix. Then all at once, presto! It looks like dark chocolate sauce. Pour hot espresso over the honey, stirring to dissolve. Serve with cream.",espresso,1,espresso,honey,1,unsweetened honey,cocoa powder,1,cocoa powder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,14209,Mocha-Berry,Alcoholic,Irish coffee cup,https://www.thecocktaildb.com/images/media/drink/vtwyyx1441246448.jpg,"pour 6 oz. of coffee in a mug or Irish coffee cup. add coca mix and chambord, mix well and top off with whipped cream.",coffee,0.717468354,6 oz coffee,raspberry liqueur,1.633429395,2 oz chambord raspberry liqueur,cocoa powder,2,2 tblsp cocoa powder,whipped cream,1,whipped cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,12780,Spiking coffee,Non alcoholic,Coffee mug,https://www.thecocktaildb.com/images/media/drink/isql6y1487602375.jpg,"Incidentally, a pinch of cinnamon is indeed a nice addition to coffee but true heaven is a cardamom seed. Of course, you serve it in a coffee mug.",coffee,1,coffee,cinnamon,1,cinnamon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,14860,Talos Coffee,Alcoholic,Brandy snifter,https://www.thecocktaildb.com/images/media/drink/rswqpy1441246518.jpg,Add your GM and then add your coffee.,orange liqueur,3,3 parts grand marnier,coffee,1,1 part coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,15515,Tennesee Mud,Alcoholic,Coffee Mug,https://www.thecocktaildb.com/images/media/drink/txruqv1441245770.jpg,"Mix Coffee, Jack Daniels and Amaretto. Add Cream on top.",coffee,0.956624473,8 oz coffee,jack daniels,2.699047619,4 oz jack daniels,amaretto liqueur,3.257471264,4 oz amaretto,whipped cream,1,whipped cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,12782,Thai Coffee,Non alcoholic,Highball glass,https://www.thecocktaildb.com/images/media/drink/wquwxs1441247025.jpg,"Place the coffee and spices in the filter cone of your coffee maker. Brew coffee as usual, let it cool. In a tall glass, dissolve 1 or 2 teaspoons of sugar in an ounce of the coffee (it's easier to dissolve than if you put it right over ice). Add 5-6 ice cubes and pour coffee to within about 1 inch of the top of the glass. Rest a spoon on top of the coffee and slowly pour whipping cream into the spoon. This will make the cream float on top of the coffee rather than dispersing into it right away.",coffee,0.374683544,6 tblsp ground coffee,coriander,0.25,1/4 tsp coriander,cardamom,4,4 5 whole green cardamom,sugar,1,sugar,whipping cream,1,whipping cream,ice,1,ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,12784,Thai Iced Coffee,Non alcoholic,Highball glass,https://www.thecocktaildb.com/images/media/drink/rqpypv1441245650.jpg,"Prepare a pot of coffee at a good European strength. In the ground coffee, add 2 or 3 freshly ground cardamom pods. Sweeten while hot, then cool quickly. Serve in highball glass over ice, with cream. To get the layered effect, place a spoon atop the coffee and pour the milk carefully into the spoon so that it floats on the top of the coffee.",black coffee,1,black coffee,sugar,1,sugar,cream,1,pods cream,cardamom,1,cardamom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,12786,Thai Iced Tea,Non alcoholic,Highball glass,https://www.thecocktaildb.com/images/media/drink/trvwpu1441245568.jpg,"Combine Thai tea (i.e., the powder), boiling water, and sweetened condensed milk, stir until blended. Pour into 2 tall glasses filled with ice cubes. Garnish with mint leaves. Makes 2 servings.",tea,0.33258427,1/4 cup thai tea,water,0.499578059,1/2 cup boiling water,condensed milk,0.334031414,2 tsp sweetened condensed milk,ice,1,cubes ice,mint,1,mint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,15328,Zorro,Alcoholic,Coffee Mug,https://www.thecocktaildb.com/images/media/drink/kvvd4z1485621283.jpg,add all and pour black coffee and add whipped cream on top.,anise liqueur,0.007043333,2 cl sambuca,baileys,2,2 cl bailey's irish cream,creme de menthe,0.00709968,2 cl white creme de menthe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
